Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Album,Genre,Ownership,Ratio,Match Policy,Refrence File
US2S70458009,A960524485580781,US2S70458009,"Roller Coaster Ride",none,659457205829,"Stark Reality",Now,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70458010,A106043417922008,US2S70458010,"Too Much Tenderness",none,659457205829,"Stark Reality",Now,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70458011,A908792441610911,US2S70458011,"Sunday's Song",none,659457205829,"Stark Reality",Now,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70458012,A618952515020006,US2S70458012,"Say Brother",none,659457205829,"Stark Reality",Now,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459001,A375791224859792,US2S70459001,"Intro",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459002,A570846551976264,US2S70459002,"Code Red",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459003,A554325929646928,US2S70459003,"Hands Up",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459004,A627838324120712,US2S70459004,"The Come Off",none,659457205928,"Wildchild, Tha Liks, Phil Da Agony",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459005,A549964439608885,US2S70459005,"The Movement Pt. 2",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459006,A170137738048457,US2S70459006,"Heartbeat",none,659457205928,"Wildchild, Oh No",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459007,A511798500064761,US2S70459007,"Kiana",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459008,A765278036697281,US2S70459008,"Secondary Protocol",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459009,A805988185777547,US2S70459009,"Knicknack 2002",none,881034747136,"Wildchild, Percee P, Medaphor",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459010,A238104339167599,US2S70459010,"Puttin' In Work",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459011,A642366753723130,US2S70459011,"Bounce",none,659457205928,"Wildchild, Planet Asia, Aceyalone, Spontaneous",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459012,A415471930140097,US2S70459012,"Wonder Years",none,659457205928,"Wildchild",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459013,A948641396048003,US2S70459013,"Party Up",none,659457205928,"Wildchild, Vinia Mojica",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459014,A570899386897858,US2S70459014,"Operation Radio Raid",none,659457205928,"Wildchild, LMNO",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459015,A138208855329859,US2S70459015,"Feel It",none,659457205928,"Wildchild, Medaphor",Secondary Protocol,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465001,SM6y6ZNqUwc,US2S70465001,"The Illest Villains",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465002,_T-UVQ_Ikfo,US2S70465002,"Accordian",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465002,A729911595600120,US2S70465002,"Accordion",none,none,"Madvillain",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70465003,Nd_66NwPN0c,US2S70465003,"Meat Grinder",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465004,soP-6UaKgMg,US2S70465004,"Bistro",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465005,VkT1NJEIh-E,US2S70465005,"Raid",none,659457206529,"Madvillain, MED aka Medaphor",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465006,DIhyQmpmLeo,US2S70465006,"America's Most Blunted",none,881034747136,"Madvillain, Lord Quas",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465007,VmyBneL4x_8,US2S70465007,"Sickfit",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465008,Jy6lfeQ7fow,US2S70465008,"Rainbows",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465009,x8V1Wj5_CJ8,US2S70465009,"Curls",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465010,zGqyf9R5z7U,US2S70465010,"Do Not Fire!",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465011,foTXvKuVh1U,US2S70465011,"Money Folder",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465012,XWyc2NfiqNI,US2S70465012,"Shadows Of Tomorrow",none,659457206529,"Madvillain, Lord Quas",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465013,9Bd2vPknHd0,US2S70465013,"Operation Lifesaver aka Mint Test",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465014,3qBz0WPML4c,US2S70465014,"Figaro",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465015,64PVnB_jeLw,US2S70465015,"Hardcore Hustle",none,659457206529,"Madvillain, Wildchild",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465016,CCgosLFOZ6I,US2S70465016,"Strange Ways",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465016,A452098210863918,US2S70465016,"Madvillain - Strange Ways (Official Video)",none,none,"Madvillain",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70465017,5UQe0NN8lZ8,US2S70465017,"Fancy Clown",none,659457206529,"Madvillain, Viktor Vaughn",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465018,_9pdvwzXvdg,US2S70465018,"Eye",none,659457206529,"Madvillain, Stacy Epps",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465019,A451908363762343,US2S70465019,"Supervillain Theme",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100&Indmusic,routenote+user-100,100","Indmusic-exclude&Indmusic,routenote+user-exclude,exclude",monetize,"VU&VN&EC&VI&DZ&VG&VE&DM&VC&DO&VA&DE&UZ&UY&DK&DJ&US&UM&UG&UA&ET&ES&ER&EH&EG&TZ&EE&TT&TW&TV&GD&GE&GF&GA&GB&FR&FO&FK&FJ&FM&FI&WS&GY&GW&GU&GT&GS&GR&GQ&WF&GP&GN&GM&GL&GI&GH&GG&RE&RO&AT&AS&AR&AQ&AX&QA&AW&AU&AZ&BA&PT&AD&PW&AG&PR&AE&PS&AF&AL&AI&AO&PY&AM&TG&BW&TF&BV&BY&TD&TK&BS&TJ&BR&TH&BT&TO&TN&TM&TL&CA&TR&BZ&BF&SV&BG&SS&BH&ST&BI&SY&BB&SZ&BD&SX&BE&BN&BO&BQ&BJ&TC&BL&BM&SD&CZ&SC&CY&CX&SE&CW&SH&CV&SG&CU&SJ&SI&SL&SK&SN&SM&SO&SR&CI&RS&CG&RU&CH&RW&CF&CC&CD&CR&CO&CM&CN&SA&CK&SB&CL&LV&LU&LT&LY&LS&LR&MG&MH&ME&MF&MK&ML&MC&MD&MA&MV&MU&MX&MW&MZ&MY&MN&MM&MP&MO&MR&MQ&MT&MS&NF&NG&NI&NL&NA&NC&NE&NZ&NU&NR&NP&NO&OM&PL&PM&PN&PH&PK&PE&PF&PG&PA&HK&ZA&HN&HM&HR&HT&HU&ZM&ZW&ID&IE&IL&IM&IN&IO&IQ&IR&YE&IS&IT&JE&YT&JP&JO&JM&KI&KH&KG&KE&KP&KR&KM&KN&KW&KY&KZ&LA&LC&LB&LI&LK",TRUE
US2S70465020,A922284971159597,US2S70465020,"All Caps",none,none,"Madvillain",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70465020,U9YzcXRnBVI,US2S70465020,"All Caps",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465021,QJojDzyJj3I,US2S70465021,"Great Day",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70465022,A277633657472973,US2S70465022,"Rhinestone Cowboy",none,none,"Madvillain",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70465022,xYm_3SowiPg,US2S70465022,"Rhinestone Cowboy",none,659457206529,"Madvillain",Madvillainy,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467001,ueC3NzzYh3Q,US2S70467001,"You Really Know Me?",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467002,2ifshN7ySTM,US2S70467002,"Momma",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467003,tPmIt_vkZU8,US2S70467003,"The Light",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467004,JiQpYFd8--4,US2S70467004,"Money",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467005,Qav5AOCpgGs,US2S70467005,"Washedbrainsyndrome",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467006,AG7G6DaHEGU,US2S70467006,"Yo' Soul",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467007,-EzjPKpBfdo,US2S70467007,"Muzak",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467008,Mk26EFnu1Lg,US2S70467008,"Falling",none,881034747136,"Dudley Perkins",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467009,CHEgmH_yLCs,US2S70467009,"Solitude",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467010,UwAvltBVOOI,US2S70467010,"Worship",none,659457206727,"Dudley Perkins, Yesterday's New Quintet",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467011,yhfsEpJmH_o,US2S70467011,"Flowers",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467012,QFtnj9lFrE4,US2S70467012,"Lil' Black Boy",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467013,ozsPzWWaWsU,US2S70467013,"Forevaendless",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467014,vYZhh6hV4Kk,US2S70467014,"Lord's Prayer",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467015,svN20yBR7pQ,US2S70467015,"Just Think",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467016,EryAklR5Ge8,US2S70467016,"Gotta Go",none,659457206727,"Dudley Perkins",A Lil' Light,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477001,Y6tcXYrzuvg,US2S70477001,"Here's A Smirk",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477002,Jq4KXk3t_FM,US2S70477002,"Methods",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477003,GVJx4i-1hBM,US2S70477003,"Jack The Mack",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477004,yVLbuFano5Y,US2S70477004,"Talk About A Girl",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477005,A568082762963337,US2S70477005,"Red Light, Green Light",none,none,"Charizma & Peanut Butter Wolf",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70477005,VRPmvTrxoQE,US2S70477005,"Red Light Green Light",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477006,Vzyxcp6S5bs,US2S70477006,"Tell You Something",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477007,WDzD7kyTbEw,US2S70477007,"Gatha Round",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477008,aNKrSXT2ImQ,US2S70477008,"Devotion",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477009,6eYP43v1OeU,US2S70477009,"Apple Juice Break",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477010,dtwFCJ8Ivno,US2S70477010,"My World Premiere",none,881034747136,"Charizma & Peanut Butter Wolf",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477011,lThieQkPQPE,US2S70477011,"Ice Cream Truck",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477012,eHClFCmA0vk,US2S70477012,"Charizma What",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477013,RSJpAr4SHjY,US2S70477013,"Fair Weathered Friend",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477015,ZIF585lTFVw,US2S70477015,"Pacin' The Floor",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70483001,Item not in CMS
US2S70483002,Item not in CMS
US2S70477014,NGsxmQU8ss4,US2S70477014,"Soon To Be Large",none,659457207724,"Charizma & Peanut Butter Wolf",Big Shots,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70483003,Item not in CMS
US2S70483004,Item not in CMS
US2S70483005,Item not in CMS
US2S70483006,Item not in CMS
US2S70483007,Item not in CMS
US2S70483008,Item not in CMS
US2S70483009,Item not in CMS
US2S70483010,Item not in CMS
US2S70483011,Item not in CMS
US2S70483012,Item not in CMS
US2S70483013,Item not in CMS
US2S70487001,vNW1qw1uf6w,US2S70487001,"Don't U Know",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487002,koN7lMz1qjM,US2S70487002,"Sunrise",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487003,IalY0Hk74Sw,US2S70487003,"Broken Soul/Dawn",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487004,Q6xY_tEoGI8,US2S70487004,"Universal Peace",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487005,-oYdMyjvTjw,US2S70487005,"Sao Paulo",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487006,qZVdeV-SguI,US2S70487006,"Eclipse Pt. 1 & 2",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487007,KJe0JQuPuwg,US2S70487007,"Song For My Lady",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487008,veVe8sHaHpo,US2S70487008,"Moonride",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487009,m68r8UtC3-0,US2S70487009,"Waves",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487010,ThcEYFGbm7c,US2S70487010,"The Doo (Do It)",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487011,nmeJ1f6_-RM,US2S70487011,"Diggin in Brownswood",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70487012,eORIhuOx8qE,US2S70487012,"...",none,659457208721,"DJ Rels",Theme For A Broken Soul,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492001,r2R9Jr1fJFI,US2S70492001,"Prelude/Run With The Sun (Afterlife)",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492002,f2eaSyd40IM,US2S70492002,"A Piece For Brother Weldon",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492003,q18J0qtIlu8,US2S70492003,"Irvine's Vine (Spirit Man's Lament)",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492004,Spo_btfVPRo,US2S70492004,"Time",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492005,CN-F3GY2ABw,US2S70492005,"Welldone",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492006,KSVOGm98yHw,US2S70492006,"Liberated",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492007,SFRKIImEqtw,US2S70492007,"Keys",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492009,T5plj-LPZbQ,US2S70492009,"Nodlew's Sea",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492008,m_BOp46bOQw,US2S70492008,"Still Young, Giften & Broke",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492010,4JE91e5foQE,US2S70492010,"Day Of Spirit Man",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492011,SDLZ9tJobq4,US2S70492011,"Master Wel's Tune",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70492012,8OAokZza2gA,US2S70492012,"The Beginning, The Middle & The End",none,659457209223,"Monk Hughes & The Outer Realm",A Tribute To Brother Weldon,Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495001,A853773009690241,US2S70495001,"A Very Smaill Town",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495002,A203921481184403,US2S70495002,"Linda Wants To Be Alone",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495003,A372488033354479,US2S70495003,"Shauna Made Me Cry",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495004,A355146955538137,US2S70495004,"Debbie Debbie",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495005,A830025508144906,US2S70495005,"Mary Had Brown Hair",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495006,A109090673129797,US2S70495006,"Gary's In The Park",none,881034747136,"Gary Wilson",Stones Throw : 10 Years,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495006,A850965826187930,US2S70495006,"Gary's In The Park",none,none,"Gary Wilson",none,Alternative & Punk,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70495007,A750953545852864,US2S70495007,"Newark Valley",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495008,A111303144051223,US2S70495008,"Sodus Point",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495009,A514818763395446,US2S70495009,"Gary Saw Linda Last Night",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495010,A145599430423674,US2S70495010,"She Makes Me Think Of Endicott",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495011,A312211423195047,US2S70495011,"Electric Depression",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495012,A945042925395423,US2S70495012,"Our Last Date",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495013,A144798900120868,US2S70495013,"Hold Back The Daylight",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495013,A144798900120868,US2S70495013,"Hold Back The Daylight",none,659457209520,"Gary Wilson",Mary Had Brown Hair,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
